TRANSFORMERS_CACHE: /data/transformers_cache
HF_HOME: /data/huggingface
HUGGINGFACE_HUB_CACHE: /data/huggingface/hub
HF_DATASETS_CACHE: /data/hf_datasets_cache
TMPDIR: /data/tmp
Input IDs:  [2, 17449, 540, 557, 695, 14740, 4115, 43767, 81876, 1016, 209764, 939, 42296, 139669, 723, 31940, 82969, 3172, 191386, 236764, 148840, 5399, 6947, 29777, 547, 530, 12189, 4586, 76773, 556, 163211, 4404, 118618, 4315, 31828, 13548, 162041, 69176, 237448, 236761, 107, 236780, 543, 98361, 38121, 8153, 241271, 3862, 29271, 5224, 203999, 21538, 25991, 236770, 236768, 5361, 2518, 145578, 1737, 236758, 45293, 3621, 25991, 236778, 236768, 723, 58507, 7892, 703, 673, 1474, 79334, 9031, 222283, 3306, 32627, 951, 636, 3203, 25991, 236800, 236768, 106150, 8153, 511, 58507, 236751, 3085, 150961, 15889, 236812, 236768, 107, 236769, 236770, 236768, 13877, 2139, 657, 148911, 4857, 237993, 54511, 727, 31828, 236761, 107, 236769, 236778, 236768, 13877, 2139, 657, 148911, 61991, 236752, 237993, 24134, 237993, 18500, 926, 727, 8931, 1776, 240050, 527, 236761, 107, 236769, 236800, 236768, 13877, 2139, 657, 148911, 61991, 236752, 237993, 24134, 237993, 18500, 926, 727, 8931, 1776, 240050, 527, 236761, 107, 236769, 236812, 236768, 57794, 1412, 6271, 197933, 926, 727, 8931, 577, 68395, 236761, 262145, 262145, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
Labels:  [2, 17449, 540, 557, 695, 14740, 4115, 43767, 81876, 1016, 209764, 939, 42296, 139669, 723, 31940, 82969, 3172, 191386, 236764, 148840, 5399, 6947, 29777, 547, 530, 12189, 4586, 76773, 556, 163211, 4404, 118618, 4315, 31828, 13548, 162041, 69176, 237448, 236761, 107, 236780, 543, 98361, 38121, 8153, 241271, 3862, 29271, 5224, 203999, 21538, 25991, 236770, 236768, 5361, 2518, 145578, 1737, 236758, 45293, 3621, 25991, 236778, 236768, 723, 58507, 7892, 703, 673, 1474, 79334, 9031, 222283, 3306, 32627, 951, 636, 3203, 25991, 236800, 236768, 106150, 8153, 511, 58507, 236751, 3085, 150961, 15889, 236812, 236768, 107, 236769, 236770, 236768, 13877, 2139, 657, 148911, 4857, 237993, 54511, 727, 31828, 236761, 107, 236769, 236778, 236768, 13877, 2139, 657, 148911, 61991, 236752, 237993, 24134, 237993, 18500, 926, 727, 8931, 1776, 240050, 527, 236761, 107, 236769, 236800, 236768, 13877, 2139, 657, 148911, 61991, 236752, 237993, 24134, 237993, 18500, 926, 727, 8931, 1776, 240050, 527, 236761, 107, 236769, 236812, 236768, 57794, 1412, 6271, 197933, 926, 727, 8931, 577, 68395, 236761, 262145, 262145, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100]
Valid Label Tokens:  [2, 17449, 540, 557, 695, 14740, 4115, 43767, 81876, 1016, 209764, 939, 42296, 139669, 723, 31940, 82969, 3172, 191386, 236764, 148840, 5399, 6947, 29777, 547, 530, 12189, 4586, 76773, 556, 163211, 4404, 118618, 4315, 31828, 13548, 162041, 69176, 237448, 236761, 107, 236780, 543, 98361, 38121, 8153, 241271, 3862, 29271, 5224, 203999, 21538, 25991, 236770, 236768, 5361, 2518, 145578, 1737, 236758, 45293, 3621, 25991, 236778, 236768, 723, 58507, 7892, 703, 673, 1474, 79334, 9031, 222283, 3306, 32627, 951, 636, 3203, 25991, 236800, 236768, 106150, 8153, 511, 58507, 236751, 3085, 150961, 15889, 236812, 236768, 107, 236769, 236770, 236768, 13877, 2139, 657, 148911, 4857, 237993, 54511, 727, 31828, 236761, 107, 236769, 236778, 236768, 13877, 2139, 657, 148911, 61991, 236752, 237993, 24134, 237993, 18500, 926, 727, 8931, 1776, 240050, 527, 236761, 107, 236769, 236800, 236768, 13877, 2139, 657, 148911, 61991, 236752, 237993, 24134, 237993, 18500, 926, 727, 8931, 1776, 240050, 527, 236761, 107, 236769, 236812, 236768, 57794, 1412, 6271, 197933, 926, 727, 8931, 577, 68395, 236761, 262145, 262145]
262145
<|endoftext|>
{'loss': 10.5062, 'grad_norm': 6.000691890716553, 'learning_rate': 1.9780219780219784e-05, 'epoch': 0.08}
{'loss': 2.9356, 'grad_norm': 4.110289096832275, 'learning_rate': 1.0622710622710623e-05, 'epoch': 3.28}
{'loss': 2.6651, 'grad_norm': 2.8652796745300293, 'learning_rate': 1.0393772893772895e-05, 'epoch': 3.36}
{'loss': 2.907, 'grad_norm': 3.378754138946533, 'learning_rate': 1.0164835164835165e-05, 'epoch': 3.44}
{'loss': 2.7713, 'grad_norm': 3.3424861431121826, 'learning_rate': 9.935897435897437e-06, 'epoch': 3.52}
{'loss': 2.9174, 'grad_norm': 3.7993087768554688, 'learning_rate': 9.706959706959708e-06, 'epoch': 3.6}
{'loss': 2.8691, 'grad_norm': 3.4407386779785156, 'learning_rate': 9.478021978021978e-06, 'epoch': 3.68}
{'loss': 2.8445, 'grad_norm': 3.9831955432891846, 'learning_rate': 9.24908424908425e-06, 'epoch': 3.76}
{'loss': 2.7927, 'grad_norm': 3.1380820274353027, 'learning_rate': 9.02014652014652e-06, 'epoch': 3.84}
{'loss': 2.7381, 'grad_norm': 3.751892566680908, 'learning_rate': 8.791208791208792e-06, 'epoch': 3.92}
{'loss': 2.8702, 'grad_norm': 3.1695985794067383, 'learning_rate': 8.562271062271062e-06, 'epoch': 4.0}
{'eval_loss': 0.7147037982940674, 'eval_runtime': 40.7139, 'eval_samples_per_second': 7.368, 'eval_steps_per_second': 3.684, 'epoch': 4.0}
{'loss': 2.769, 'grad_norm': 3.981314182281494, 'learning_rate': 8.333333333333334e-06, 'epoch': 4.07}
{'loss': 2.7983, 'grad_norm': 3.9799892902374268, 'learning_rate': 8.104395604395605e-06, 'epoch': 4.15}
{'loss': 2.7213, 'grad_norm': 3.7090017795562744, 'learning_rate': 7.875457875457876e-06, 'epoch': 4.23}
{'loss': 2.8964, 'grad_norm': 3.710827589035034, 'learning_rate': 7.646520146520147e-06, 'epoch': 4.31}
{'loss': 2.7585, 'grad_norm': 3.253934144973755, 'learning_rate': 7.417582417582418e-06, 'epoch': 4.39}
{'loss': 2.8382, 'grad_norm': 4.665634632110596, 'learning_rate': 7.188644688644689e-06, 'epoch': 4.47}
{'loss': 2.8295, 'grad_norm': 3.6047120094299316, 'learning_rate': 6.95970695970696e-06, 'epoch': 4.55}
{'loss': 2.7797, 'grad_norm': 3.939859390258789, 'learning_rate': 6.730769230769232e-06, 'epoch': 4.63}
{'loss': 2.7253, 'grad_norm': 3.9360830783843994, 'learning_rate': 6.5018315018315026e-06, 'epoch': 4.71}
{'loss': 2.8492, 'grad_norm': 3.736351728439331, 'learning_rate': 6.2728937728937735e-06, 'epoch': 4.79}
{'loss': 2.9244, 'grad_norm': 3.846062183380127, 'learning_rate': 6.043956043956044e-06, 'epoch': 4.87}
{'loss': 2.7384, 'grad_norm': 3.5730652809143066, 'learning_rate': 5.815018315018316e-06, 'epoch': 4.95}
{'eval_loss': 0.7126562595367432, 'eval_runtime': 40.6596, 'eval_samples_per_second': 7.378, 'eval_steps_per_second': 3.689, 'epoch': 5.0}
{'loss': 2.6867, 'grad_norm': 4.4184041023254395, 'learning_rate': 5.586080586080587e-06, 'epoch': 5.03}
{'loss': 2.726, 'grad_norm': 4.85174036026001, 'learning_rate': 5.357142857142857e-06, 'epoch': 5.11}
{'loss': 2.7727, 'grad_norm': 4.377406597137451, 'learning_rate': 5.128205128205128e-06, 'epoch': 5.19}
{'loss': 2.801, 'grad_norm': 3.498800277709961, 'learning_rate': 4.8992673992674e-06, 'epoch': 5.27}
{'loss': 2.7757, 'grad_norm': 3.7690956592559814, 'learning_rate': 4.6703296703296706e-06, 'epoch': 5.35}
{'loss': 2.7843, 'grad_norm': 4.301048755645752, 'learning_rate': 4.4413919413919415e-06, 'epoch': 5.43}
{'loss': 2.826, 'grad_norm': 4.070465087890625, 'learning_rate': 4.212454212454213e-06, 'epoch': 5.51}
{'loss': 2.8036, 'grad_norm': 3.730224370956421, 'learning_rate': 3.983516483516483e-06, 'epoch': 5.59}
{'loss': 2.7565, 'grad_norm': 5.052730560302734, 'learning_rate': 3.754578754578755e-06, 'epoch': 5.67}
{'loss': 2.8339, 'grad_norm': 3.354804277420044, 'learning_rate': 3.5256410256410263e-06, 'epoch': 5.75}
{'loss': 2.7686, 'grad_norm': 3.684596538543701, 'learning_rate': 3.2967032967032968e-06, 'epoch': 5.83}
{'loss': 2.72, 'grad_norm': 4.108531475067139, 'learning_rate': 3.067765567765568e-06, 'epoch': 5.91}
{'loss': 2.763, 'grad_norm': 4.0770583152771, 'learning_rate': 2.838827838827839e-06, 'epoch': 5.99}
{'eval_loss': 0.7111203074455261, 'eval_runtime': 38.4198, 'eval_samples_per_second': 7.808, 'eval_steps_per_second': 3.904, 'epoch': 6.0}
{'loss': 2.6737, 'grad_norm': 4.25689697265625, 'learning_rate': 2.6098901098901103e-06, 'epoch': 6.07}
{'loss': 2.8601, 'grad_norm': 4.2537336349487305, 'learning_rate': 2.380952380952381e-06, 'epoch': 6.15}
{'loss': 2.9026, 'grad_norm': 4.256112575531006, 'learning_rate': 2.1520146520146525e-06, 'epoch': 6.23}
{'loss': 2.7134, 'grad_norm': 3.860816478729248, 'learning_rate': 1.9230769230769234e-06, 'epoch': 6.31}
{'loss': 2.6013, 'grad_norm': 3.3322088718414307, 'learning_rate': 1.6941391941391943e-06, 'epoch': 6.39}
{'loss': 2.7901, 'grad_norm': 5.41452693939209, 'learning_rate': 1.4652014652014654e-06, 'epoch': 6.47}
{'loss': 2.7198, 'grad_norm': 3.994323492050171, 'learning_rate': 1.2362637362637365e-06, 'epoch': 6.55}
{'loss': 2.8084, 'grad_norm': 4.894982814788818, 'learning_rate': 1.0073260073260074e-06, 'epoch': 6.63}
{'loss': 2.8285, 'grad_norm': 3.3498218059539795, 'learning_rate': 7.783882783882785e-07, 'epoch': 6.71}
{'loss': 2.7609, 'grad_norm': 3.742344379425049, 'learning_rate': 5.494505494505495e-07, 'epoch': 6.79}
{'loss': 2.6067, 'grad_norm': 4.510593891143799, 'learning_rate': 3.205128205128205e-07, 'epoch': 6.87}
{'loss': 2.7481, 'grad_norm': 3.6024317741394043, 'learning_rate': 9.157509157509159e-08, 'epoch': 6.95}
{'eval_loss': 0.7108268141746521, 'eval_runtime': 36.8768, 'eval_samples_per_second': 8.135, 'eval_steps_per_second': 4.068, 'epoch': 6.98}
{'train_runtime': 2971.737, 'train_samples_per_second': 5.889, 'train_steps_per_second': 0.735, 'train_loss': 3.1706882422660296, 'epoch': 6.98}
:) hope it's better now
