TRANSFORMERS_CACHE: /data/transformers_cache
HF_HOME: /data/huggingface
HUGGINGFACE_HUB_CACHE: /data/huggingface/hub
HF_DATASETS_CACHE: /data/hf_datasets_cache
TMPDIR: /data/tmp
Adding a distinct [PAD] token
Input IDs:  [1, 63084, 1314, 1360, 1564, 12624, 6913, 41793, 57629, 1916, 90982, 1864, 55847, 1099, 26176, 1457, 27563, 8571, 1264, 5144, 1403, 5108, 1044, 128292, 5822, 4961, 12491, 1327, 1291, 13681, 4011, 56204, 52317, 7701, 4320, 50913, 3659, 27786, 15137, 115546, 41140, 4547, 1626, 1067, 1318, 103922, 52701, 6690, 51219, 3293, 48196, 6953, 4547, 7173, 26617, 38059, 1049, 1041, 8614, 3695, 94558, 3171, 1112, 44774, 4589, 38059, 1050, 1041, 1457, 32287, 3636, 1386, 1475, 2482, 89309, 19448, 11720, 1288, 4431, 22636, 1836, 1412, 4888, 38059, 1051, 1041, 102853, 6690, 1275, 32287, 1115, 3740, 96888, 26667, 1052, 1456, 1040, 1049, 1041, 9203, 2476, 1513, 88490, 5796, 7701, 53620, 1552, 27786, 1626, 1040, 1050, 1041, 9203, 2476, 1513, 88490, 45650, 1108, 7701, 17602, 7701, 26829, 1777, 1552, 10128, 2170, 24448, 1288, 1626, 1040, 1051, 1041, 9203, 2476, 1513, 88490, 45650, 1108, 7701, 17602, 7701, 26829, 1777, 1552, 10128, 2170, 24448, 1288, 1626, 1040, 1052, 1041, 25853, 2392, 6685, 4547, 3190, 1777, 1552, 10128, 1402, 44036, 1046, 131072, 131072, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073, 131073]
Labels:  [1, 63084, 1314, 1360, 1564, 12624, 6913, 41793, 57629, 1916, 90982, 1864, 55847, 1099, 26176, 1457, 27563, 8571, 1264, 5144, 1403, 5108, 1044, 128292, 5822, 4961, 12491, 1327, 1291, 13681, 4011, 56204, 52317, 7701, 4320, 50913, 3659, 27786, 15137, 115546, 41140, 4547, 1626, 1067, 1318, 103922, 52701, 6690, 51219, 3293, 48196, 6953, 4547, 7173, 26617, 38059, 1049, 1041, 8614, 3695, 94558, 3171, 1112, 44774, 4589, 38059, 1050, 1041, 1457, 32287, 3636, 1386, 1475, 2482, 89309, 19448, 11720, 1288, 4431, 22636, 1836, 1412, 4888, 38059, 1051, 1041, 102853, 6690, 1275, 32287, 1115, 3740, 96888, 26667, 1052, 1456, 1040, 1049, 1041, 9203, 2476, 1513, 88490, 5796, 7701, 53620, 1552, 27786, 1626, 1040, 1050, 1041, 9203, 2476, 1513, 88490, 45650, 1108, 7701, 17602, 7701, 26829, 1777, 1552, 10128, 2170, 24448, 1288, 1626, 1040, 1051, 1041, 9203, 2476, 1513, 88490, 45650, 1108, 7701, 17602, 7701, 26829, 1777, 1552, 10128, 2170, 24448, 1288, 1626, 1040, 1052, 1041, 25853, 2392, 6685, 4547, 3190, 1777, 1552, 10128, 1402, 44036, 1046, 131072, 131072, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100]
Valid Label Tokens:  [1, 63084, 1314, 1360, 1564, 12624, 6913, 41793, 57629, 1916, 90982, 1864, 55847, 1099, 26176, 1457, 27563, 8571, 1264, 5144, 1403, 5108, 1044, 128292, 5822, 4961, 12491, 1327, 1291, 13681, 4011, 56204, 52317, 7701, 4320, 50913, 3659, 27786, 15137, 115546, 41140, 4547, 1626, 1067, 1318, 103922, 52701, 6690, 51219, 3293, 48196, 6953, 4547, 7173, 26617, 38059, 1049, 1041, 8614, 3695, 94558, 3171, 1112, 44774, 4589, 38059, 1050, 1041, 1457, 32287, 3636, 1386, 1475, 2482, 89309, 19448, 11720, 1288, 4431, 22636, 1836, 1412, 4888, 38059, 1051, 1041, 102853, 6690, 1275, 32287, 1115, 3740, 96888, 26667, 1052, 1456, 1040, 1049, 1041, 9203, 2476, 1513, 88490, 5796, 7701, 53620, 1552, 27786, 1626, 1040, 1050, 1041, 9203, 2476, 1513, 88490, 45650, 1108, 7701, 17602, 7701, 26829, 1777, 1552, 10128, 2170, 24448, 1288, 1626, 1040, 1051, 1041, 9203, 2476, 1513, 88490, 45650, 1108, 7701, 17602, 7701, 26829, 1777, 1552, 10128, 2170, 24448, 1288, 1626, 1040, 1052, 1041, 25853, 2392, 6685, 4547, 3190, 1777, 1552, 10128, 1402, 44036, 1046, 131072, 131072]
131072
<|endoftext|>
{'loss': 2.8403, 'grad_norm': 3.681793689727783, 'learning_rate': 1.9780219780219784e-05, 'epoch': 0.08}
{'loss': 1.0121, 'grad_norm': 3.298063278198242, 'learning_rate': 9.935897435897437e-06, 'epoch': 3.52}
{'loss': 1.0593, 'grad_norm': 3.0044448375701904, 'learning_rate': 9.706959706959708e-06, 'epoch': 3.6}
{'loss': 1.0281, 'grad_norm': 3.262291431427002, 'learning_rate': 9.478021978021978e-06, 'epoch': 3.68}
{'loss': 1.0295, 'grad_norm': 3.1033263206481934, 'learning_rate': 9.24908424908425e-06, 'epoch': 3.76}
{'loss': 1.0067, 'grad_norm': 2.5853750705718994, 'learning_rate': 9.02014652014652e-06, 'epoch': 3.84}
{'loss': 1.008, 'grad_norm': 2.9857940673828125, 'learning_rate': 8.791208791208792e-06, 'epoch': 3.92}
{'loss': 1.0208, 'grad_norm': 3.0884881019592285, 'learning_rate': 8.562271062271062e-06, 'epoch': 4.0}
{'eval_loss': 1.0511997938156128, 'eval_runtime': 13.0184, 'eval_samples_per_second': 23.044, 'eval_steps_per_second': 11.522, 'epoch': 4.0}
{'loss': 1.0049, 'grad_norm': 3.3295037746429443, 'learning_rate': 8.333333333333334e-06, 'epoch': 4.07}
{'loss': 1.0123, 'grad_norm': 3.518062114715576, 'learning_rate': 8.104395604395605e-06, 'epoch': 4.15}
{'loss': 0.9894, 'grad_norm': 3.0656158924102783, 'learning_rate': 7.875457875457876e-06, 'epoch': 4.23}
{'loss': 1.0235, 'grad_norm': 3.4624228477478027, 'learning_rate': 7.646520146520147e-06, 'epoch': 4.31}
{'loss': 0.9998, 'grad_norm': 3.384547233581543, 'learning_rate': 7.417582417582418e-06, 'epoch': 4.39}
{'loss': 1.0239, 'grad_norm': 3.318638801574707, 'learning_rate': 7.188644688644689e-06, 'epoch': 4.47}
{'loss': 1.0351, 'grad_norm': 4.07972526550293, 'learning_rate': 6.95970695970696e-06, 'epoch': 4.55}
{'loss': 1.0085, 'grad_norm': 3.3821446895599365, 'learning_rate': 6.730769230769232e-06, 'epoch': 4.63}
{'loss': 0.9807, 'grad_norm': 3.23979115486145, 'learning_rate': 6.5018315018315026e-06, 'epoch': 4.71}
{'loss': 1.0259, 'grad_norm': 4.157040596008301, 'learning_rate': 6.2728937728937735e-06, 'epoch': 4.79}
{'loss': 1.0431, 'grad_norm': 3.1581308841705322, 'learning_rate': 6.043956043956044e-06, 'epoch': 4.87}
{'loss': 0.9919, 'grad_norm': 3.2773630619049072, 'learning_rate': 5.815018315018316e-06, 'epoch': 4.95}
{'eval_loss': 1.0490872859954834, 'eval_runtime': 13.0114, 'eval_samples_per_second': 23.057, 'eval_steps_per_second': 11.528, 'epoch': 5.0}
{'loss': 1.005, 'grad_norm': 3.56390380859375, 'learning_rate': 5.586080586080587e-06, 'epoch': 5.03}
{'loss': 0.9896, 'grad_norm': 3.4358057975769043, 'learning_rate': 5.357142857142857e-06, 'epoch': 5.11}
{'loss': 1.0096, 'grad_norm': 3.343860149383545, 'learning_rate': 5.128205128205128e-06, 'epoch': 5.19}
{'loss': 0.9993, 'grad_norm': 3.2584736347198486, 'learning_rate': 4.8992673992674e-06, 'epoch': 5.27}
{'loss': 0.9843, 'grad_norm': 3.2465693950653076, 'learning_rate': 4.6703296703296706e-06, 'epoch': 5.35}
{'loss': 1.0017, 'grad_norm': 3.539132833480835, 'learning_rate': 4.4413919413919415e-06, 'epoch': 5.43}
{'loss': 1.0137, 'grad_norm': 3.5841493606567383, 'learning_rate': 4.212454212454213e-06, 'epoch': 5.51}
{'loss': 1.0189, 'grad_norm': 3.231877088546753, 'learning_rate': 3.983516483516483e-06, 'epoch': 5.59}
{'loss': 0.9944, 'grad_norm': 3.4016237258911133, 'learning_rate': 3.754578754578755e-06, 'epoch': 5.67}
{'loss': 1.0216, 'grad_norm': 3.3152577877044678, 'learning_rate': 3.5256410256410263e-06, 'epoch': 5.75}
{'loss': 1.0079, 'grad_norm': 4.205136775970459, 'learning_rate': 3.2967032967032968e-06, 'epoch': 5.83}
{'loss': 0.9799, 'grad_norm': 3.293752670288086, 'learning_rate': 3.067765567765568e-06, 'epoch': 5.91}
{'loss': 1.0033, 'grad_norm': 3.5398173332214355, 'learning_rate': 2.838827838827839e-06, 'epoch': 5.99}
{'eval_loss': 1.0479706525802612, 'eval_runtime': 13.0119, 'eval_samples_per_second': 23.056, 'eval_steps_per_second': 11.528, 'epoch': 6.0}
{'loss': 0.983, 'grad_norm': 2.9243381023406982, 'learning_rate': 2.6098901098901103e-06, 'epoch': 6.07}
{'loss': 1.0164, 'grad_norm': 4.2341461181640625, 'learning_rate': 2.380952380952381e-06, 'epoch': 6.15}
{'loss': 1.0411, 'grad_norm': 4.0980305671691895, 'learning_rate': 2.1520146520146525e-06, 'epoch': 6.23}
{'loss': 0.9907, 'grad_norm': 3.974045515060425, 'learning_rate': 1.9230769230769234e-06, 'epoch': 6.31}
{'loss': 0.9623, 'grad_norm': 3.151928424835205, 'learning_rate': 1.6941391941391943e-06, 'epoch': 6.39}
{'loss': 0.9945, 'grad_norm': 3.9761552810668945, 'learning_rate': 1.4652014652014654e-06, 'epoch': 6.47}
{'loss': 0.9853, 'grad_norm': 3.483708381652832, 'learning_rate': 1.2362637362637365e-06, 'epoch': 6.55}
{'loss': 1.0, 'grad_norm': 3.747673273086548, 'learning_rate': 1.0073260073260074e-06, 'epoch': 6.63}
{'loss': 1.0159, 'grad_norm': 2.9076383113861084, 'learning_rate': 7.783882783882785e-07, 'epoch': 6.71}
{'loss': 1.0012, 'grad_norm': 3.1175174713134766, 'learning_rate': 5.494505494505495e-07, 'epoch': 6.79}
{'loss': 0.9425, 'grad_norm': 3.505208730697632, 'learning_rate': 3.205128205128205e-07, 'epoch': 6.87}
{'loss': 0.999, 'grad_norm': 3.2747576236724854, 'learning_rate': 9.157509157509159e-08, 'epoch': 6.95}
{'eval_loss': 1.0480891466140747, 'eval_runtime': 13.0117, 'eval_samples_per_second': 23.056, 'eval_steps_per_second': 11.528, 'epoch': 6.98}
{'train_runtime': 1645.6948, 'train_samples_per_second': 10.634, 'train_steps_per_second': 1.327, 'train_loss': 1.0781586742226457, 'epoch': 6.98}
:) hope it's better now
