TRANSFORMERS_CACHE: /data/transformers_cache
HF_HOME: /data/huggingface
HUGGINGFACE_HUB_CACHE: /data/huggingface/hub
HF_DATASETS_CACHE: /data/hf_datasets_cache
TMPDIR: /data/tmp
Adding a distinct [PAD] token
Input IDs:  [128000, 38989, 267, 354, 552, 45576, 6987, 64519, 11906, 84, 1062, 347, 300, 48371, 3200, 66, 3251, 300, 653, 43329, 587, 9459, 3208, 25330, 336, 11, 10044, 104, 6455, 22924, 4991, 3864, 299, 45356, 13075, 281, 3978, 324, 89, 61711, 9004, 908, 11269, 73, 84309, 13046, 1662, 31757, 73678, 31757, 627, 34, 321, 85, 79083, 74, 309, 37524, 128, 115, 3978, 87272, 11427, 31757, 8747, 52314, 13247, 16, 8, 16909, 3355, 129, 228, 11906, 2145, 79, 31757, 81, 6348, 13247, 17, 8, 653, 1488, 437, 1073, 3267, 648, 503, 2784, 31757, 73, 25330, 21236, 300, 7251, 105112, 912, 513, 2749, 13247, 18, 8, 259, 31757, 37524, 285, 1488, 437, 37181, 4824, 31757, 5697, 13127, 19, 340, 7, 16, 8, 27790, 1900, 125619, 6181, 11091, 61711, 56167, 1609, 84309, 627, 7, 17, 8, 27790, 1900, 125619, 6181, 3355, 268, 75, 61711, 38977, 61711, 40625, 1028, 1609, 13722, 3067, 128, 120, 300, 627, 7, 18, 8, 27790, 1900, 125619, 6181, 3355, 268, 75, 61711, 38977, 61711, 40625, 1028, 1609, 13722, 3067, 128, 120, 300, 627, 7, 19, 8, 52433, 2641, 6463, 31757, 3315, 1028, 1609, 13722, 387, 343, 300, 13, 128256, 128256, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257, 128257]
Labels:  [128000, 38989, 267, 354, 552, 45576, 6987, 64519, 11906, 84, 1062, 347, 300, 48371, 3200, 66, 3251, 300, 653, 43329, 587, 9459, 3208, 25330, 336, 11, 10044, 104, 6455, 22924, 4991, 3864, 299, 45356, 13075, 281, 3978, 324, 89, 61711, 9004, 908, 11269, 73, 84309, 13046, 1662, 31757, 73678, 31757, 627, 34, 321, 85, 79083, 74, 309, 37524, 128, 115, 3978, 87272, 11427, 31757, 8747, 52314, 13247, 16, 8, 16909, 3355, 129, 228, 11906, 2145, 79, 31757, 81, 6348, 13247, 17, 8, 653, 1488, 437, 1073, 3267, 648, 503, 2784, 31757, 73, 25330, 21236, 300, 7251, 105112, 912, 513, 2749, 13247, 18, 8, 259, 31757, 37524, 285, 1488, 437, 37181, 4824, 31757, 5697, 13127, 19, 340, 7, 16, 8, 27790, 1900, 125619, 6181, 11091, 61711, 56167, 1609, 84309, 627, 7, 17, 8, 27790, 1900, 125619, 6181, 3355, 268, 75, 61711, 38977, 61711, 40625, 1028, 1609, 13722, 3067, 128, 120, 300, 627, 7, 18, 8, 27790, 1900, 125619, 6181, 3355, 268, 75, 61711, 38977, 61711, 40625, 1028, 1609, 13722, 3067, 128, 120, 300, 627, 7, 19, 8, 52433, 2641, 6463, 31757, 3315, 1028, 1609, 13722, 387, 343, 300, 13, 128256, 128256, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100]
Valid Label Tokens:  [128000, 38989, 267, 354, 552, 45576, 6987, 64519, 11906, 84, 1062, 347, 300, 48371, 3200, 66, 3251, 300, 653, 43329, 587, 9459, 3208, 25330, 336, 11, 10044, 104, 6455, 22924, 4991, 3864, 299, 45356, 13075, 281, 3978, 324, 89, 61711, 9004, 908, 11269, 73, 84309, 13046, 1662, 31757, 73678, 31757, 627, 34, 321, 85, 79083, 74, 309, 37524, 128, 115, 3978, 87272, 11427, 31757, 8747, 52314, 13247, 16, 8, 16909, 3355, 129, 228, 11906, 2145, 79, 31757, 81, 6348, 13247, 17, 8, 653, 1488, 437, 1073, 3267, 648, 503, 2784, 31757, 73, 25330, 21236, 300, 7251, 105112, 912, 513, 2749, 13247, 18, 8, 259, 31757, 37524, 285, 1488, 437, 37181, 4824, 31757, 5697, 13127, 19, 340, 7, 16, 8, 27790, 1900, 125619, 6181, 11091, 61711, 56167, 1609, 84309, 627, 7, 17, 8, 27790, 1900, 125619, 6181, 3355, 268, 75, 61711, 38977, 61711, 40625, 1028, 1609, 13722, 3067, 128, 120, 300, 627, 7, 18, 8, 27790, 1900, 125619, 6181, 3355, 268, 75, 61711, 38977, 61711, 40625, 1028, 1609, 13722, 3067, 128, 120, 300, 627, 7, 19, 8, 52433, 2641, 6463, 31757, 3315, 1028, 1609, 13722, 387, 343, 300, 13, 128256, 128256]
128256
<|endoftext|>
{'loss': 2.6717, 'grad_norm': 1.999678611755371, 'learning_rate': 1.9780219780219784e-05, 'epoch': 0.08}
{'loss': 0.8896, 'grad_norm': 1.4924269914627075, 'learning_rate': 1.0393772893772895e-05, 'epoch': 3.36}
{'loss': 0.934, 'grad_norm': 1.665579915046692, 'learning_rate': 1.0164835164835165e-05, 'epoch': 3.44}
{'loss': 0.9095, 'grad_norm': 1.7442686557769775, 'learning_rate': 9.935897435897437e-06, 'epoch': 3.52}
{'loss': 0.9491, 'grad_norm': 1.6038786172866821, 'learning_rate': 9.706959706959708e-06, 'epoch': 3.6}
{'loss': 0.928, 'grad_norm': 1.8106871843338013, 'learning_rate': 9.478021978021978e-06, 'epoch': 3.68}
{'loss': 0.9264, 'grad_norm': 1.8013882637023926, 'learning_rate': 9.24908424908425e-06, 'epoch': 3.76}
{'loss': 0.9061, 'grad_norm': 1.454094648361206, 'learning_rate': 9.02014652014652e-06, 'epoch': 3.84}
{'loss': 0.8974, 'grad_norm': 1.6956790685653687, 'learning_rate': 8.791208791208792e-06, 'epoch': 3.92}
{'loss': 0.9149, 'grad_norm': 1.7627699375152588, 'learning_rate': 8.562271062271062e-06, 'epoch': 4.0}
{'eval_loss': 0.9261212944984436, 'eval_runtime': 13.261, 'eval_samples_per_second': 22.623, 'eval_steps_per_second': 11.311, 'epoch': 4.0}
{'loss': 0.9047, 'grad_norm': 1.649821400642395, 'learning_rate': 8.333333333333334e-06, 'epoch': 4.07}
{'loss': 0.9099, 'grad_norm': 1.9210141897201538, 'learning_rate': 8.104395604395605e-06, 'epoch': 4.15}
{'loss': 0.8926, 'grad_norm': 1.9851126670837402, 'learning_rate': 7.875457875457876e-06, 'epoch': 4.23}
{'loss': 0.9197, 'grad_norm': 1.7967342138290405, 'learning_rate': 7.646520146520147e-06, 'epoch': 4.31}
{'loss': 0.8903, 'grad_norm': 1.5768423080444336, 'learning_rate': 7.417582417582418e-06, 'epoch': 4.39}
{'loss': 0.9057, 'grad_norm': 1.871372103691101, 'learning_rate': 7.188644688644689e-06, 'epoch': 4.47}
{'loss': 0.9109, 'grad_norm': 1.982709288597107, 'learning_rate': 6.95970695970696e-06, 'epoch': 4.55}
{'loss': 0.8975, 'grad_norm': 1.7058223485946655, 'learning_rate': 6.730769230769232e-06, 'epoch': 4.63}
{'loss': 0.8774, 'grad_norm': 1.8298423290252686, 'learning_rate': 6.5018315018315026e-06, 'epoch': 4.71}
{'loss': 0.8983, 'grad_norm': 2.0384063720703125, 'learning_rate': 6.2728937728937735e-06, 'epoch': 4.79}
{'loss': 0.9137, 'grad_norm': 1.7425429821014404, 'learning_rate': 6.043956043956044e-06, 'epoch': 4.87}
{'loss': 0.882, 'grad_norm': 1.7064114809036255, 'learning_rate': 5.815018315018316e-06, 'epoch': 4.95}
{'eval_loss': 0.9076505303382874, 'eval_runtime': 13.2565, 'eval_samples_per_second': 22.63, 'eval_steps_per_second': 11.315, 'epoch': 5.0}
{'loss': 0.8809, 'grad_norm': 1.7792726755142212, 'learning_rate': 5.586080586080587e-06, 'epoch': 5.03}
{'loss': 0.8807, 'grad_norm': 1.944399118423462, 'learning_rate': 5.357142857142857e-06, 'epoch': 5.11}
{'loss': 0.8984, 'grad_norm': 2.4059574604034424, 'learning_rate': 5.128205128205128e-06, 'epoch': 5.19}
{'loss': 0.8853, 'grad_norm': 1.7156405448913574, 'learning_rate': 4.8992673992674e-06, 'epoch': 5.27}
{'loss': 0.8658, 'grad_norm': 1.840543270111084, 'learning_rate': 4.6703296703296706e-06, 'epoch': 5.35}
{'loss': 0.8844, 'grad_norm': 1.904111623764038, 'learning_rate': 4.4413919413919415e-06, 'epoch': 5.43}
{'loss': 0.895, 'grad_norm': 1.8805447816848755, 'learning_rate': 4.212454212454213e-06, 'epoch': 5.51}
{'loss': 0.8969, 'grad_norm': 1.835375428199768, 'learning_rate': 3.983516483516483e-06, 'epoch': 5.59}
{'loss': 0.8812, 'grad_norm': 2.007704973220825, 'learning_rate': 3.754578754578755e-06, 'epoch': 5.67}
{'loss': 0.9047, 'grad_norm': 2.1802783012390137, 'learning_rate': 3.5256410256410263e-06, 'epoch': 5.75}
{'loss': 0.8804, 'grad_norm': 1.8897531032562256, 'learning_rate': 3.2967032967032968e-06, 'epoch': 5.83}
{'loss': 0.8707, 'grad_norm': 2.2167131900787354, 'learning_rate': 3.067765567765568e-06, 'epoch': 5.91}
{'loss': 0.8891, 'grad_norm': 2.0390615463256836, 'learning_rate': 2.838827838827839e-06, 'epoch': 5.99}
{'eval_loss': 0.9042309522628784, 'eval_runtime': 13.2485, 'eval_samples_per_second': 22.644, 'eval_steps_per_second': 11.322, 'epoch': 6.0}
{'loss': 0.8735, 'grad_norm': 1.886230230331421, 'learning_rate': 2.6098901098901103e-06, 'epoch': 6.07}
{'loss': 0.8962, 'grad_norm': 2.232724905014038, 'learning_rate': 2.380952380952381e-06, 'epoch': 6.15}
{'loss': 0.9167, 'grad_norm': 1.87399160861969, 'learning_rate': 2.1520146520146525e-06, 'epoch': 6.23}
{'loss': 0.8746, 'grad_norm': 2.328559398651123, 'learning_rate': 1.9230769230769234e-06, 'epoch': 6.31}
{'loss': 0.8566, 'grad_norm': 1.6909476518630981, 'learning_rate': 1.6941391941391943e-06, 'epoch': 6.39}
{'loss': 0.8744, 'grad_norm': 2.1113901138305664, 'learning_rate': 1.4652014652014654e-06, 'epoch': 6.47}
{'loss': 0.877, 'grad_norm': 1.850951075553894, 'learning_rate': 1.2362637362637365e-06, 'epoch': 6.55}
{'loss': 0.8892, 'grad_norm': 2.371424913406372, 'learning_rate': 1.0073260073260074e-06, 'epoch': 6.63}
{'loss': 0.9032, 'grad_norm': 1.8506165742874146, 'learning_rate': 7.783882783882785e-07, 'epoch': 6.71}
{'loss': 0.8797, 'grad_norm': 2.1025772094726562, 'learning_rate': 5.494505494505495e-07, 'epoch': 6.79}
{'loss': 0.8304, 'grad_norm': 1.9250260591506958, 'learning_rate': 3.205128205128205e-07, 'epoch': 6.87}
{'loss': 0.8871, 'grad_norm': 2.3661274909973145, 'learning_rate': 9.157509157509159e-08, 'epoch': 6.95}
{'eval_loss': 0.903561532497406, 'eval_runtime': 13.2472, 'eval_samples_per_second': 22.646, 'eval_steps_per_second': 11.323, 'epoch': 6.98}
{'train_runtime': 1622.8894, 'train_samples_per_second': 10.783, 'train_steps_per_second': 1.346, 'train_loss': 0.9787582043326382, 'epoch': 6.98}
:) hope it's better now
