TRANSFORMERS_CACHE: /data/transformers_cache
HF_HOME: /data/huggingface
HUGGINGFACE_HUB_CACHE: /data/huggingface/hub
HF_DATASETS_CACHE: /data/hf_datasets_cache
TMPDIR: /data/tmp
Input IDs:  [100000, 22043, 292, 302, 475, 93486, 4241, 45184, 7296, 84, 882, 355, 281, 1195, 90882, 1445, 36919, 405, 30912, 559, 8280, 2925, 377, 11531, 11, 20877, 104, 4873, 43506, 2951, 19505, 294, 69953, 7846, 265, 4001, 332, 89, 24320, 5500, 718, 11487, 73, 91948, 14090, 1708, 16192, 804, 74, 292, 16192, 13, 185, 34, 62340, 25701, 93536, 32993, 126, 115, 4001, 244, 1923, 5697, 16192, 7542, 45890, 21589, 16, 8, 38146, 3245, 127, 215, 7296, 1676, 79, 16192, 81, 4942, 21589, 17, 8, 405, 28658, 994, 3484, 522, 523, 1586, 16192, 73, 36661, 14974, 281, 3756, 7296, 72, 642, 386, 4465, 21589, 18, 8, 244, 16192, 32993, 262, 28658, 42118, 3119, 16192, 5408, 20121, 19, 8, 185, 7, 16, 8, 42984, 1043, 430, 67, 7049, 5609, 24320, 70, 454, 1923, 91948, 13, 185, 7, 17, 8, 42984, 1043, 430, 67, 7049, 353, 2008, 75, 24320, 31559, 24320, 31423, 804, 1923, 14377, 7341, 126, 120, 281, 13, 185, 7, 18, 8, 42984, 1043, 430, 67, 7049, 353, 2008, 75, 24320, 31559, 24320, 31423, 804, 1923, 14377, 7341, 126, 120, 281, 13, 185, 7, 19, 8, 87710, 1269, 5068, 16192, 1361, 804, 1923, 14377, 330, 81788, 13, 100015, 100015, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001, 100001]
Labels:  [100000, 22043, 292, 302, 475, 93486, 4241, 45184, 7296, 84, 882, 355, 281, 1195, 90882, 1445, 36919, 405, 30912, 559, 8280, 2925, 377, 11531, 11, 20877, 104, 4873, 43506, 2951, 19505, 294, 69953, 7846, 265, 4001, 332, 89, 24320, 5500, 718, 11487, 73, 91948, 14090, 1708, 16192, 804, 74, 292, 16192, 13, 185, 34, 62340, 25701, 93536, 32993, 126, 115, 4001, 244, 1923, 5697, 16192, 7542, 45890, 21589, 16, 8, 38146, 3245, 127, 215, 7296, 1676, 79, 16192, 81, 4942, 21589, 17, 8, 405, 28658, 994, 3484, 522, 523, 1586, 16192, 73, 36661, 14974, 281, 3756, 7296, 72, 642, 386, 4465, 21589, 18, 8, 244, 16192, 32993, 262, 28658, 42118, 3119, 16192, 5408, 20121, 19, 8, 185, 7, 16, 8, 42984, 1043, 430, 67, 7049, 5609, 24320, 70, 454, 1923, 91948, 13, 185, 7, 17, 8, 42984, 1043, 430, 67, 7049, 353, 2008, 75, 24320, 31559, 24320, 31423, 804, 1923, 14377, 7341, 126, 120, 281, 13, 185, 7, 18, 8, 42984, 1043, 430, 67, 7049, 353, 2008, 75, 24320, 31559, 24320, 31423, 804, 1923, 14377, 7341, 126, 120, 281, 13, 185, 7, 19, 8, 87710, 1269, 5068, 16192, 1361, 804, 1923, 14377, 330, 81788, 13, 100015, 100015, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100, -100]
Valid Label Tokens:  [100000, 22043, 292, 302, 475, 93486, 4241, 45184, 7296, 84, 882, 355, 281, 1195, 90882, 1445, 36919, 405, 30912, 559, 8280, 2925, 377, 11531, 11, 20877, 104, 4873, 43506, 2951, 19505, 294, 69953, 7846, 265, 4001, 332, 89, 24320, 5500, 718, 11487, 73, 91948, 14090, 1708, 16192, 804, 74, 292, 16192, 13, 185, 34, 62340, 25701, 93536, 32993, 126, 115, 4001, 244, 1923, 5697, 16192, 7542, 45890, 21589, 16, 8, 38146, 3245, 127, 215, 7296, 1676, 79, 16192, 81, 4942, 21589, 17, 8, 405, 28658, 994, 3484, 522, 523, 1586, 16192, 73, 36661, 14974, 281, 3756, 7296, 72, 642, 386, 4465, 21589, 18, 8, 244, 16192, 32993, 262, 28658, 42118, 3119, 16192, 5408, 20121, 19, 8, 185, 7, 16, 8, 42984, 1043, 430, 67, 7049, 5609, 24320, 70, 454, 1923, 91948, 13, 185, 7, 17, 8, 42984, 1043, 430, 67, 7049, 353, 2008, 75, 24320, 31559, 24320, 31423, 804, 1923, 14377, 7341, 126, 120, 281, 13, 185, 7, 18, 8, 42984, 1043, 430, 67, 7049, 353, 2008, 75, 24320, 31559, 24320, 31423, 804, 1923, 14377, 7341, 126, 120, 281, 13, 185, 7, 19, 8, 87710, 1269, 5068, 16192, 1361, 804, 1923, 14377, 330, 81788, 13, 100015, 100015]
100015
<|endoftext|>
{'loss': 4.0146, 'grad_norm': 1.5055785179138184, 'learning_rate': 1.9780219780219784e-05, 'epoch': 0.08}
{'loss': 0.9112, 'grad_norm': 0.8581101298332214, 'learning_rate': 1.0393772893772895e-05, 'epoch': 3.36}
{'loss': 0.9851, 'grad_norm': 0.9056767821311951, 'learning_rate': 1.0164835164835165e-05, 'epoch': 3.44}
{'loss': 0.9501, 'grad_norm': 1.0495262145996094, 'learning_rate': 9.935897435897437e-06, 'epoch': 3.52}
{'loss': 1.0004, 'grad_norm': 0.8761960864067078, 'learning_rate': 9.706959706959708e-06, 'epoch': 3.6}
{'loss': 0.9735, 'grad_norm': 1.0540577173233032, 'learning_rate': 9.478021978021978e-06, 'epoch': 3.68}
{'loss': 0.9436, 'grad_norm': 1.1291890144348145, 'learning_rate': 9.24908424908425e-06, 'epoch': 3.76}
{'loss': 0.936, 'grad_norm': 0.8744024038314819, 'learning_rate': 9.02014652014652e-06, 'epoch': 3.84}
{'loss': 0.9469, 'grad_norm': 1.0508407354354858, 'learning_rate': 8.791208791208792e-06, 'epoch': 3.92}
{'loss': 0.9377, 'grad_norm': 1.0477867126464844, 'learning_rate': 8.562271062271062e-06, 'epoch': 4.0}
{'eval_loss': 0.9630371928215027, 'eval_runtime': 11.5468, 'eval_samples_per_second': 25.981, 'eval_steps_per_second': 12.991, 'epoch': 4.0}
{'loss': 0.9645, 'grad_norm': 0.9574092030525208, 'learning_rate': 8.333333333333334e-06, 'epoch': 4.07}
{'loss': 0.9702, 'grad_norm': 1.1366115808486938, 'learning_rate': 8.104395604395605e-06, 'epoch': 4.15}
{'loss': 0.9217, 'grad_norm': 1.0968705415725708, 'learning_rate': 7.875457875457876e-06, 'epoch': 4.23}
{'loss': 0.9744, 'grad_norm': 0.8925117254257202, 'learning_rate': 7.646520146520147e-06, 'epoch': 4.31}
{'loss': 0.9404, 'grad_norm': 0.9080972671508789, 'learning_rate': 7.417582417582418e-06, 'epoch': 4.39}
{'loss': 0.967, 'grad_norm': 1.0820386409759521, 'learning_rate': 7.188644688644689e-06, 'epoch': 4.47}
{'loss': 0.9798, 'grad_norm': 1.2206722497940063, 'learning_rate': 6.95970695970696e-06, 'epoch': 4.55}
{'loss': 0.9407, 'grad_norm': 0.9112260937690735, 'learning_rate': 6.730769230769232e-06, 'epoch': 4.63}
{'loss': 0.9129, 'grad_norm': 1.0082838535308838, 'learning_rate': 6.5018315018315026e-06, 'epoch': 4.71}
{'loss': 0.9731, 'grad_norm': 1.2777163982391357, 'learning_rate': 6.2728937728937735e-06, 'epoch': 4.79}
{'loss': 0.9832, 'grad_norm': 1.0117661952972412, 'learning_rate': 6.043956043956044e-06, 'epoch': 4.87}
{'loss': 0.925, 'grad_norm': 1.0035998821258545, 'learning_rate': 5.815018315018316e-06, 'epoch': 4.95}
{'eval_loss': 0.9558727741241455, 'eval_runtime': 11.548, 'eval_samples_per_second': 25.978, 'eval_steps_per_second': 12.989, 'epoch': 5.0}
{'loss': 0.9234, 'grad_norm': 1.0786713361740112, 'learning_rate': 5.586080586080587e-06, 'epoch': 5.03}
{'loss': 0.9425, 'grad_norm': 1.1478393077850342, 'learning_rate': 5.357142857142857e-06, 'epoch': 5.11}
{'loss': 0.9413, 'grad_norm': 0.9164690375328064, 'learning_rate': 5.128205128205128e-06, 'epoch': 5.19}
{'loss': 0.9607, 'grad_norm': 1.003342866897583, 'learning_rate': 4.8992673992674e-06, 'epoch': 5.27}
{'loss': 0.9399, 'grad_norm': 1.281624436378479, 'learning_rate': 4.6703296703296706e-06, 'epoch': 5.35}
{'loss': 0.9457, 'grad_norm': 1.187525987625122, 'learning_rate': 4.4413919413919415e-06, 'epoch': 5.43}
{'loss': 0.9591, 'grad_norm': 1.2648732662200928, 'learning_rate': 4.212454212454213e-06, 'epoch': 5.51}
{'loss': 0.9583, 'grad_norm': 1.0220892429351807, 'learning_rate': 3.983516483516483e-06, 'epoch': 5.59}
{'loss': 0.9471, 'grad_norm': 1.2136268615722656, 'learning_rate': 3.754578754578755e-06, 'epoch': 5.67}
{'loss': 0.9689, 'grad_norm': 1.2418055534362793, 'learning_rate': 3.5256410256410263e-06, 'epoch': 5.75}
{'loss': 0.9432, 'grad_norm': 0.9970302581787109, 'learning_rate': 3.2967032967032968e-06, 'epoch': 5.83}
{'loss': 0.9334, 'grad_norm': 1.0469017028808594, 'learning_rate': 3.067765567765568e-06, 'epoch': 5.91}
{'loss': 0.9423, 'grad_norm': 1.0544352531433105, 'learning_rate': 2.838827838827839e-06, 'epoch': 5.99}
{'eval_loss': 0.9520757794380188, 'eval_runtime': 11.5525, 'eval_samples_per_second': 25.968, 'eval_steps_per_second': 12.984, 'epoch': 6.0}
{'loss': 0.9448, 'grad_norm': 1.128281593322754, 'learning_rate': 2.6098901098901103e-06, 'epoch': 6.07}
{'loss': 0.9574, 'grad_norm': 1.5308833122253418, 'learning_rate': 2.380952380952381e-06, 'epoch': 6.15}
{'loss': 0.9897, 'grad_norm': 1.1469886302947998, 'learning_rate': 2.1520146520146525e-06, 'epoch': 6.23}
{'loss': 0.9378, 'grad_norm': 1.2807369232177734, 'learning_rate': 1.9230769230769234e-06, 'epoch': 6.31}
{'loss': 0.9109, 'grad_norm': 0.832743227481842, 'learning_rate': 1.6941391941391943e-06, 'epoch': 6.39}
{'loss': 0.9502, 'grad_norm': 1.0455373525619507, 'learning_rate': 1.4652014652014654e-06, 'epoch': 6.47}
{'loss': 0.9392, 'grad_norm': 1.1503303050994873, 'learning_rate': 1.2362637362637365e-06, 'epoch': 6.55}
{'loss': 0.956, 'grad_norm': 1.2317067384719849, 'learning_rate': 1.0073260073260074e-06, 'epoch': 6.63}
{'loss': 0.9701, 'grad_norm': 0.9817392826080322, 'learning_rate': 7.783882783882785e-07, 'epoch': 6.71}
{'loss': 0.9259, 'grad_norm': 1.0529472827911377, 'learning_rate': 5.494505494505495e-07, 'epoch': 6.79}
{'loss': 0.8809, 'grad_norm': 1.1722851991653442, 'learning_rate': 3.205128205128205e-07, 'epoch': 6.87}
{'loss': 0.9372, 'grad_norm': 1.0027788877487183, 'learning_rate': 9.157509157509159e-08, 'epoch': 6.95}
{'eval_loss': 0.950685441493988, 'eval_runtime': 11.5457, 'eval_samples_per_second': 25.984, 'eval_steps_per_second': 12.992, 'epoch': 6.98}
{'train_runtime': 1445.6881, 'train_samples_per_second': 12.105, 'train_steps_per_second': 1.511, 'train_loss': 1.0910176781070975, 'epoch': 6.98}
:) hope it's better now
